单词,词性1,词性2,词性3,词性4,词性5,释义1,释义2,释义3,释义4,释义5,现在分词,过去式,过去分词,词组,备注
taste,v.,品尝;(of)有…味道;体验,n.,滋味;味觉,,,,,,,tasting,tasted,tasted,,
tax,n.,"税(款),负担",v.,"对…征税,使负重担",,,,,,,taxing,taxed,taxed,,
taxi,n.,出租汽车,v.,[指飞机](使)滑行,,,,,,,taxiing,taxied,taxied,,
tea,n.,茶(叶)；午后茶点,,,,,,,,,,,,,
teach,vt.,教，讲授；教导(训),vi.,讲课，当教师,,,,,,,teaching,taught,taught,,
teacher,n.,教师(员)，老(导)师,,,,,,,,,,,,,
team,n.,"小队,小组",v.,协同工作,,,,,,,teaming,teamed,teamed,,
tear,n.,(pl.)眼泪,vt.,撕裂；使…分裂,vi.,破裂,,,,,tearing,tore,torn,,
tease,v.,"戏弄,取笑;挑逗",n.,(爱)戏弄他人者;戏弄,,,,,,,teasing,teased,teased,,
technical,adj.,技术(性)的，工艺的；专门性的，专业性的,,,,,,,,,,,,,
technician,n.,"技术员,技师,技工",,,,,,,,,,,,,
technique,n.,技巧，手艺，技能；技术，工艺,,,,,,,,,,,,,
technology,n.,科学技术；工业技术；应用科学,,,,,,,,,,,,,
tedious,adj.,"乏味的,单调的,冗长的",,,,,,,,,,,,,
teenager,n.,十几岁的青少年,,,,,,,,,,,,,
telegram,n.,电报,,,,,,,,,,,,,
telegraph,n.,"电报机, 电报",v.,"打电报,发电报",,,,,,,telegraphing,telegraphed,telegraphed,,
telephone,n.,"电话, 电话机",v.,打电话,,,,,,,telephoning,telephoned,telephoned,,
telescope,n.,望远镜,v.,缩短，压缩,,,,,,,telescoping,telescoped,telescoped,,
tell,vt.,告诉，讲述；告诫；吩咐，命令；辨/区别,,,,,,,,,telling,told,told,,
temper,n.,脾气；韧度,vt.,调和，使缓和；使回火,,,,,,,tempering,tempered,tempered,,
temperament,n.,气质，性格，性情；资质,,,,,,,,,,,,,
temperature,n.,温度，体温；热度，发烧,,,,,,,,,,,,,
temple,n.,"庙宇,神殿,寺;太阳穴",,,,,,,,,,,,,
tempo,n.,"节奏,行进速度;(音乐的)速度",,,,,,,,,,,,,
temporarily,adv.,暂时地，临时地,,,,,,,,,,,,,非大纲单词
temporary,adj.,"暂时的,临时的",,,,,,,,,,,,,
tempt,v.,"诱惑, 引诱;吸引,使感兴趣",,,,,,,,,tempting,tempted,tempted,,
temptation,n.,引诱，诱惑；诱惑物,,,,,,,,,,,,,
tempting,adj.,诱人的，吸引人的,,,,,,,,,,,,,非大纲单词
ten,num.,十,pron.&adj.,十(个，只...),,,,,,,,,,,
tenant,n.,承租人;房客;佃户,vt.,租借，承租,,,,,,,tenanting,tenanted,tenanted,,
tend,v.,"趋向,往往是;照料,看护",,,,,,,,,tending,tended,tended,,
tendency,n.,趋势，趋向；倾向,,,,,,,,,,,,,
tender,adj.,嫩的;敏感的;温柔的,v.,"提出,提供;投标",,,,,,,tendering,tendered,tendered,,
tennis,n.,网球,,,,,,,,,,,,,
tense,n.,时态,v.,拉紧，(使)紧张,adj.,绷紧的，紧张的,,,,,tensing,tensed,tensed,,
tension,n.,(紧张)状态；拉(绷)紧；张力，拉力,,,,,,,,,,,,,
tent,n.,帐篷,,,,,,,,,,,,,
tentative,adj.,试探性的，暂时的；犹豫不决的,,,,,,,,,,,,,
term,n.,"学期;期限,期间;(pl.)条件,条款;术语",,,,,,,,,,,,,
terminal,adj.,晚期的;终点的;期末的,n.,终点(站);终端,,,,,,,,,,,
terminate,vi.,(使)结束，(使)停止,,,,,,,,,terminating,terminated,terminated,,
terrible,adj.,"很糟的;可怕的,骇人的;极度的,厉害的",,,,,,,,,,,,,
terrific,adj.,"极好的,非常的,极度的",,,,,,,,,,,,,
terrify,v.,"使害怕,使惊恐",,,,,,,,,terrifying,terrified,terrified,,
territory,n.,"领土;版图;领域,范围",,,,,,,,,,,,,
terror,n.,恐怖;可怕的人(事),,,,,,,,,,,,,
test,n.&vt.,试验；检验；测验,,,,,,,,,testing,tested,tested,,
testify,v.,作证，证明；(to)表明，说明,,,,,,,,,testifying,testified,testified,,
testimony,n.,"证据,证词;表明,说明",,,,,,,,,,,,,
text,n.,正文，文本；原文；教科书,,,,,,,,,,,,,
textbook,n.,"课本,教科书",,,,,,,,,,,,,
textile,n.,纺织品,adj.,纺织的,,,,,,,,,,,
texture,n.,(织物)质地；(材料)构造；结构；肌理,,,,,,,,,,,,,
than,conj.,(用于形容词，副词的比较级之后)比,,,,,,,,,,,,,
thank,vt.,感谢,interj.,[-s]谢谢,n.,[pl.]感谢(意),,,,,thanking,thanked,thanked,,
Thanksgiving,n.,感恩节,,,,,,,,,,,,,
that,adj.&pron.,那，那个,adv.,那么,conj.,[引导从句],,,,,,,,,
the,art.,这(那)个;这(那)些(指特定的人或物),,,,,,,,,,,,,
theater,n.,(theatre)戏院;戏剧;阶梯教室,,,,,,,,,,,,,
theft,n.,偷窃(行为)，偷窃罪,,,,,,,,,,,,,
their,pron.,.[they 的所有格]他(她、它)们的,,,,,,,,,,,,,
theirs,pron.,[they 的物主代词]他(她、它)们的,,,,,,,,,,,,,
them,pron.,他们/她们/它们(they 的宾格形式),,,,,,,,,,,,,
theme,n.,题目，主题；主旋律，基调,,,,,,,,,,,,,
themselves,pron.,他(她、它)们自己；他(她、它)们亲自,,,,,,,,,,,,,
then,adv.,当时，在那时；然后，于是；那么，因而,,,,,,,,,,,,,
theoretical,adj.,理论(上)的,,,,,,,,,,,,,
theory,n.,"理论,原理;学说,见解,看法",,,,,,,,,,,,,
therapy,n.,治疗，(不需要药物或手术的)物理疗法,,,,,,,,,,,,,
there,adv.,"在那儿；往那儿；[作引导词表示""存在""]",,,,,,,,,,,,,
thereafter,adv.,"此后, 以后",,,,,,,,,,,,,
thereby,adv.,"因此,从而",,,,,,,,,,,,,
therefore,adv.,因此，所以,conj.,因此,,,,,,,,,,,
thermal,adj.,"热的,热力的；(小规模的)上升气流",,,,,,,,,,,,,
thermometer,n.,温度计,,,,,,,,,,,,,
these,pron.&adj.,[this 的复数]这些；这些人(东西),,,,,,,,,,,,,
thesis,n.,(pl.theses)论文;论题;论点,,,,,,,,,,,,,
they,pron.,他(她)们；人们,,,,,,,,,,,,,
thick,adj.,厚的，粗的，稠的，浓的,adv.,厚，浓，密,,,,,,,,,,,
thief,n.,(thieves)贼；小偷,,,,,,,,,,,,,
thigh,n.,大腿；股骨,,,,,,,,,,,,,
thin,adj.,"薄的,细的;稀薄的,淡的;瘦的",v.,变薄;变稀,,,,,,,thinning,thinned,thinned,,
thing,n.,物，东西；事，事情；所有物；局面，情况,,,,,,,,,,,,,
think,v.,想，思索；认为，以为；想要；料想，预料,,,,,,,,,thinking,thought,thought,,
third,num.,第三(个)，三分之一(的),,,,,,,,,,,,,
thirst,n.,"渴, 口渴;(for)渴望,热望",,,,,,,,,,,,,
thirsty,adj.,"口渴的;(for)渴望的,热望的",,,,,,,,,,,,,
thirteen,num.&adj.,十三,pron.,十三(个，只...),,,,,,,,,,,
thirty,num.,三十，三十个(人或物),,,,,,,,,,,,,
this,pron.,这(个),adj.,这(个)；今,adv.,这(样),,,,,,,,,
thorn,n.,"刺,荆棘",,,,,,,,,,,,,
thorough,adj.,"彻底的,完全的;精心的",,,,,,,,,,,,,
those,pron.&adj.,[that 的复数]那些；那些人(东西),,,,,,,,,,,,,
though,adv.,可是，然而，不过,conj.,尽管，虽然,,,,,,,,,,,
thought,n.,思想，思考，思维；意图，打算；想法,,,,,,,,,,,,,
thoughtful,adj.,"认真思考的,沉思的;体贴的,关心的",,,,,,,,,,,,,
thousand,num.&n.&adj.,一千；[pl.]许许多多，成千上万,,,,,,,,,,,,,
thread,n.,"线,细丝;线索,思路;螺纹",v.,"穿线,穿过",,,,,,,threading,threaded,threaded,,
threat,n.,"恐吓,威胁;坏兆头,危险迹象",,,,,,,,,,,,,
threaten,v.,"恐吓,威胁;有…危险,快要来临",,,,,,,,,threatening,threatened,threatened,,
three,num.,三,pron.&adj.,三(个，只...),,,,,,,,,,,
threshold,n.,"门槛;入门,开端",,,,,,,,,,,,,
thrift,adj.,节约，节俭,,,,,,,,,,,,,
thrill,n.,一阵激动(恐惧),v.,激动；(使)毛骨悚然,,,,,,,thrilling,thrilled,thrilled,,
thrive,v.,"兴旺,繁荣",,,,,,,,,thriving,throve/thrived,thriven/thrived,,
throat,n.,"咽喉,嗓子",,,,,,,,,,,,,
throne,n.,御座，宝座；王位，王权,,,,,,,,,,,,,
through,prep.&adv.,穿过；自始至终；由，以,adj.,直达的,,,,,,,,,,,
throughout,prep.,遍及，贯穿,adv.,到处，自始至终，彻底,,,,,,,,,,,
throw,vt.,扔；使突然陷入；使困惑,n.,投掷(距离),,,,,,,throwing,threw,thrown,,
thrust,vt.,插入；猛推,n.,插，推力,vi.,刺，戳，冲,,,,,thrusting,thrust,thrust,,
thumb,n.,拇指,v.,示意要求搭车；迅速翻阅,,,,,,,thumbing,thumbed,thumbed,,
thunder,n.,雷(声);轰隆声,v.,"打雷;大声说,吼叫",,,,,,,thundering,thundered,thundered,,
Thursday,n.,星期四,,,,,,,,,,,,,
thus,adv.,如此；像这样；于是；因此,,,,,,,,,,,,,
tick,n.,滴答声;勾号,v.,滴答响;打勾号于,,,,,,,ticking,ticked,ticked,,
ticket,n.,"票,入场券;票签;(交通违章)罚款传票",,,,,,,,,,,,,
tide,n.,"潮,潮汐;潮流,趋势",,,,,,,,,,,,,
tidy,adj.,"整洁的,整齐的",v.,"整理,收拾",,,,,,,tidying,tidied,tidied,,
tie,n.,"领带;联系,关系,纽带;束缚",v.,"扎,系,捆",,,,,,,tying,tied,tied,,
tiger,n.,虎；老虎,,,,,,,,,,,,,
tight,adj.,"紧的;紧身的,装紧的;密封的",adv.,紧紧地,,,,,,,,,,,
tile,n.,"瓦片,瓷砖",vt.,铺瓦于，贴砖于,,,,,,,tiling,tiled,tiled,,
till,prep.,直到，直到…为止，与 until 意思相同,,,,,,,,,,,,,
tilt,v.,(使)倾侧；(使)倾斜,n.,倾侧；倾斜,,,,,,,tilting,tilted,tilted,,
timber,n.,"木材,木料",,,,,,,,,,,,,
time,n.,时间，时刻；次，回；时代，时期；倍，乘,,,,,,,,,,,,,
timely,adj.,"及时的,适时的",,,,,,,,,,,,,
timid,adj.,"胆怯的,怯懦的",,,,,,,,,,,,,
tin,n.,罐头；锡,adj.,锡制的,vt.,镀锡于,,,,,tinning,tinned,tinned,,
tiny,adj.,"极小的,微小的",,,,,,,,,,,,,
tip,n.,尖端;末端;小费,n.&v.,轻击;倾斜;给小费,,,,,,,tipping,tipped,tipped,,
tire,v.,"(使)疲倦,(使)厌倦",n.,"(=tyre)轮胎,车胎",,,,,,,tiring,tired,tired,,
tired,adj.,疲劳的;厌倦的,,,,,,,,,,,,,
tiresome,adj.,"使人厌倦的,讨厌的",,,,,,,,,,,,,
tissue,n.,"织物,薄绢,纸巾;(动,植物的)组织",,,,,,,,,,,,,
titanic,adj.,巨大的，庞大的,,,,,,,,,,,,,非大纲单词
title,n.,"书名,标题;头衔,称号",,,,,,,,,,,,,
to,prep.,(表示方向)到；向；(表示间接关系)给.,,,,,,,,,,,,,
toast,n.,"烤面包,吐司;祝酒(词)",v.,"烘,烤;(向…)祝酒",,,,,,,toasting,toasted,toasted,,
tobacco,n.,"烟草,烟叶",,,,,,,,,,,,,
today,adv.,在今天；现今，在当代,n.,今天；现在,,,,,,,,,,,
toe,n.,"脚趾,足尖",,,,,,,,,,,,,
together,adv.,"共同,一起;合起来,集拢地",,,,,,,,,,,,,
toilet,n.,"厕所,盥洗室",,,,,,,,,,,,,
token,n.,表示;标志;记号;代用硬币,adj.,象征性的,,,,,,,,,,,
tolerance,n.,"宽容；容忍,忍受；耐药力；公差",,,,,,,,,,,,,
tolerant,adj.,"容忍的,宽容的；有耐药力的",,,,,,,,,,,,,
tolerate,vt.,"容忍,默许；对(药物、毒品等)有耐力",,,,,,,,,tolerating,tolerated,tolerated,,
toll,n.,(道路、桥等的)通行费；牺牲；死伤人数,,,,,,,,,,,,,
tomato,n.,西红柿,,,,,,,,,,,,,
tomb,n.,"坟,冢",,,,,,,,,,,,,
tomorrow,n.,明天；来日，未来,adv.,在明天，在明日,,,,,,,,,,,
ton,n.,"吨;(pl.)大量,许多",,,,,,,,,,,,,
tone,n.,"音调,音色;风气,气氛;腔调,语气;色调",,,,,,,,,,,,,
tongue,n.,舌;语言,,,,,,,,,,,,,
tonight,adv.,在今晚；在今夜,n.,今晚，今夜,,,,,,,,,,,
too,adv.,也，还；太，过于；很，非常,,,,,,,,,,,,,
tool,n.,工具，用具；方法，手段,,,,,,,,,,,,,
tooth,n.,(pl.teeth)牙齿；齿状物,,,,,,,,,,,,,
top,n.,顶，顶端；首位；顶点,adj.,最高的；顶上的,,,,,,,,,,,
topic,n.,"话题,主题,题目",,,,,,,,,,,,,
torch,n.,"手电筒;火炬,火把",,,,,,,,,,,,,
torment,n.,折磨；令人痛苦的东西(人),vt.,折磨；纠缠,,,,,,,tormenting,tormented,tormented,,
torrent,n.,激流，洪流；爆发，(话语等的)连发,,,,,,,,,,,,,
torture,v.,"拷问,拷打;折磨,磨难",n.,"拷问;折磨,痛苦",,,,,,,torturing,tortured,tortured,,
toss,vt.,向上掷/扔；摇摆，颠簸,n.,投，扔；摇动,,,,,,,tossing,tossed,tossed,,
total,n.,"总数,合计",adj.,"总的,全部的",v.,"合计,总数达",,,,,totaling,totaled,totaled,,
touch,v.,"触,碰,摸;感动;涉及",n.,"触动,碰到;少许",,,,,,,touching,touched,touched,,
tough,adj.,"坚韧的,棘手的;强健的,吃苦耐劳的;粗暴的",,,,,,,,,,,,,
tour,n.,旅游，旅行；巡回演出/比赛,v.,旅游,,,,,,,touring,toured,toured,,
tourist,n.,旅游者，观光客；巡回比赛的运动员,,,,,,,,,,,,,
tow,vt.,(用绳、链等)拖(车、船等),n.,"拖,牵引",,,,,,,towing,towed,towed,,
toward,prep.,(towards)朝，向；将近；对于；为了,,,,,,,,,,,,,
towel,n.,毛巾,vt.,用毛巾擦或擦干,,,,,,,toweling,toweled,toweled,,
tower,n.,塔,v.,高耸,,,,,,,towering,towered,towered,,
town,n.,市镇；市民；城市商业区，闹市区,,,,,,,,,,,,,
toxic,adj.,有毒的；中毒的,,,,,,,,,,,,,
toy,n.,玩具,vi.,(with)漫不经心地考虑；摆弄,,,,,,,toying,toyed,toyed,,
trace,n.,"痕迹,踪迹;极少量",v.,"描绘;跟踪,追踪",,,,,,,tracing,traced,traced,,
track,n.,"跑道,小路;轨迹,轮迹",v.,"跟踪,追踪",,,,,,,tracking,tracked,tracked,,
tractor,n.,"拖拉机,牵引车",,,,,,,,,,,,,
trade,n.,"贸易,商业;职业,行业",v.,"经商,交易",,,,,,,trading,traded,traded,,
trademark,n.,商标；特征,vt.,注册的…商标,,,,,,,trademarking,trademarked,trademarked,,
tradition,n.,传统；惯例；传说,,,,,,,,,,,,,
traffic,n.,"交通,交通量",,,,,,,,,,,,,
tragedy,n.,"悲剧;惨事,灾难",,,,,,,,,,,,,
tragic,adj.,"悲剧的,悲惨的",,,,,,,,,,,,,
trail,n.,"踪迹,痕迹;小路",v.,"追踪,跟踪;拖,拖曳",,,,,,,trailing,trailed,trailed,,
train,n.,"列车;行列,系列,一串",v.,"训练,培养",,,,,,,training,trained,trained,,
training,n.,"训练,培养",,,,,,,,,,,,,
trait,n.,"特征,特点,特性",,,,,,,,,,,,,
traitor,n.,"叛徒,卖国贼",,,,,,,,,,,,,
tram,n.,有轨电车,,,,,,,,,,,,,
tramp,n.&v.,步行;沉重的脚步声(走),v.,践踏,n.,流浪者,,,,,tramping,tramped,tramped,,
transaction,n.,"办理,处理;交易,事务;(pl.)会报,学报",,,,,,,,,,,,,
transcend,vt.,"超出,超越(经验、知识、能力的范围等)",,,,,,,,,transcending,transcended,transcended,,
transfer,vt.&n.,转移；转换；转让；过户；迁移；改乘,,,,,,,,,transferring,transferred,transferred,,
transform,vt.,"改变,变换;变压;转化;改造,改造",,,,,,,,,transforming,transformed,transformed,,
transient,adj.,短暂的，转瞬即逝的；临时的，暂住的,,,,,,,,,,,,,
transistor,n.,晶体管；晶体管收音机,,,,,,,,,,,,,
transition,n.,转变，变迁，过渡(时期),,,,,,,,,,,,,
translate,v.,翻译，解释；转化,,,,,,,,,translating,translated,translated,,
translation,n.,"翻译;译文,译本",,,,,,,,,,,,,
transmission,n.,"播送,发射;传动,传送",,,,,,,,,,,,,
transmit,vt.,传输/导；转送；发射,vi.,发射信号；发报,,,,,,,transmitting,transmitted,transmitted,,
transparent,adj.,透明的，透光的；易理解的；明显的,,,,,,,,,,,,,
transplant,n.&v.,"移植(植物；组织,器官等)；迁移",,,,,,,,,transplanting,transplanted,transplanted,,
transport,v.,"运输,运送,搬运",n.,"运输;运输系统,运载工具",,,,,,,transporting,transported,transported,,
transportation,n.,运输，运送；交通，运输工具,,,,,,,,,,,,,非大纲单词
trap,n.,陷阱，圈套,vt.,诱捕；使中圈套,vi.,设圈套,,,,,trapping,trapped,trapped,,
trash,n.,垃圾；拙劣的作品；渣滓，败类,,,,,,,,,,,,,
travel,n.,旅行,v.,"旅行;行进,传播",,,,,,,travelling,travelled,travelled,,
tray,n.,"盘,碟,托盘",,,,,,,,,,,,,
treason,n.,"谋反,通敌,叛国",,,,,,,,,,,,,
treasure,n.,"财宝,财富;珍品",v.,"珍爱,珍惜",,,,,,,treasuring,treasured,treasured,,
treat,v.,"对待;治疗;论述;款待,请客",n.,"款待,请客",,,,,,,treating,treated,treated,,
treaty,n.,条约，协议，协商,,,,,,,,,,,,,
tree,n.,"树,树状物",vi.,爬上树,,,,,,,treeing,treed,treed,,
tremble,n.,"战栗,颤抖",v.,"发抖,颤抖；摇动；焦虑",,,,,,,trembling,trembled,trembled,,
tremendous,adj.,"巨大的,极大的",,,,,,,,,,,,,
trench,n.&v.,(挖)沟，(挖)战壕,,,,,,,,,trenching,trenched,trenched,,
trend,n.,"倾向,趋势",vi.,"伸向,倾向",,,,,,,trending,trended,trended,,
trial,n.,讯问，审讯；试验；试用；尝试,,,,,,,,,,,,,
triangle,n.,三角(形),,,,,,,,,,,,,
tribe,n.,种族，部落；(植物，动物)族，类,,,,,,,,,,,,,
tribute,n.,"贡品;颂词,称赞,(表示敬意的)礼物",,,,,,,,,,,,,
trick,n.,"诡计,骗局;恶作剧;窍门",vt.,"欺骗,哄骗",,,,,,,tricking,tricked,tricked,,
trifle,n.,"少量；小事,琐事",v.,玩弄；嬉耍；忽视,,,,,,,trifling,trifled,trifled,,
trigger,n.,扳机,vt.,触发，引起,,,,,,,triggering,triggered,triggered,,
trim,adj.,"整齐的,整洁的",v.&n.,"整理,修整,装饰",,,,,,,trimming,trimmed,trimmed,,
trip,n.,"旅行,远足",v.,绊倒；失足；犯错,,,,,,,tripping,tripped,tripped,,
triple,n.,三倍数,adj.,三倍的;三部分构成的,v.,使成三倍,,,,,tripling,tripled,tripled,,
triumph,n.,"胜利,成功",v.,"得胜,战胜",,,,,,,triumphing,triumphed,triumphed,,
trivial,adj.,琐碎的;无足轻重的,,,,,,,,,,,,,
trolley,n.,"手推车;(英)无轨电车,(美)有轨电车",,,,,,,,,,,,,
troop,n.,"(pl.)部队,军队;(一)群/队",v.,"群集,集合",,,,,,,trooping,trooped,trooped,,
tropic,n.,回归线；[the T-s]热带地区,,,,,,,,,,,,,
tropical,adj.,热带的,,,,,,,,,,,,,
trouble,n.,烦恼;动乱;疾病;故障;辛苦,v.,(使)烦恼,,,,,,,troubling,troubled,troubled,,
troublesome,adj.,"令人烦恼的,讨厌的",,,,,,,,,,,,,
trousers,n.,裤子,,,,,,,,,,,,,
truck,n.,"卡车,载重汽车",,,,,,,,,,,,,
true,adj.,真实，不假的；忠实，可靠的；正确无误的,,,,,,,,,,,,,
trumpet,n.,"喇叭,小号",,,,,,,,,,,,,
trunk,n.,"大衣箱,皮箱;(汽车后部)行李箱;树干,躯干",,,,,,,,,,,,,
trust,vt.,信任;盼望;委托,n.,"(in)信任,依赖;委托",,,,,,,trusting,trusted,trusted,,
truth,n.,真实，真相；真实性；真理,,,,,,,,,,,,,
try,v.,尝试，试图；试验，试用；审讯,n.,尝试,,,,,,,trying,tried,tried,,
tub,n.,"木盆,澡盆",,,,,,,,,,,,,
tube,n.,"管,软管;电子管,显像管;地铁",,,,,,,,,,,,,
tuck,v.,卷起;塞进,,,,,,,,,tucking,tucked,tucked,,
Tuesday,n.,星期二,,,,,,,,,,,,,
tug,v.,用力拖(或拉)；苦干,n.,拖；苦干；拖船,,,,,,,tugging,tugged,tugged,,
tuition,n.,学费；(某一学科的)教学，讲授，指导,,,,,,,,,,,,,
tumble,v.,"(使)摔倒;打滚,翻腾",n.,"摔跤,跌倒",,,,,,,tumbling,tumbled,tumbled,,
tumour,n.,(tumor)(肿)瘤，肿块,,,,,,,,,,,,,
tune,n.,"调子, 曲调;和谐,协调",vt.,"调音,调节,调整",,,,,,,tuning,tuned,tuned,,
tunnel,n.,"隧道, 山洞",,,,,,,,,,,,,
turbine,n.,"汽轮机,涡轮机",,,,,,,,,,,,,
turbulence,n.,动荡，骚乱；湍流,,,,,,,,,,,,,非大纲单词
turbulent,adj.,"狂暴的,无秩序的",,,,,,,,,,,,,
turkey,n.,火鸡(肉),,,,,,,,,,,,,
turn,v.&n.,(使)转动;(使)旋转;(使)转变,n.,机会,,,,,,,turning,turned,turned,,
turnover,n.,翻倒(物);人员调整;(资金等)周转;营业额,,,,,,,,,,,,,
tutor,n.,导师;家庭教师,v.,辅导;当导师;当家庭教师,,,,,,,tutoring,tutored,tutored,,
TV,n.,(television)电视；电视机,,,,,,,,,,,,,
twelve,num.,十二,pron.&adj.,十二(个，只...),,,,,,,,,,,
twenty,num.,二十,pron.&adj.,二十(个，只...),,,,,,,,,,,
twice,adv.,"两次,两倍",,,,,,,,,,,,,
twin,adj.,"双的,成对的,孪生的",n.,"孪生子,双生子",,,,,,,,,,,
twinkle,vi.,(星等)闪烁，(眼情)发亮,n.,闪烁，闪光,,,,,,,twinkling,twinkled,twinkled,,
twist,v.,捻;拧;扭曲;蜿蜒曲折而行,n.,拧;歪曲;曲折,,,,,,,twisting,twisted,twisted,,
two,num.,二，两个,n.,两个(人或物),,,,,,,,,,,
type,n.,型式，类型；印刷字体；活/铅字,v.,打字,,,,,,,typing,typed,typed,,
typewriter,n.,打字机,,,,,,,,,,,,,
typhoon,n.,台风,,,,,,,,,,,,,
typical,adj.,"(of)典型的,有代表性的",,,,,,,,,,,,,
typist,n.,打字员,,,,,,,,,,,,,
ugly,adj.,"丑陋的,难看的;丑恶的,讨厌的",,,,,,,,,,,,,
ultimate,adj.,"最后的,最终的;根本的",,,,,,,,,,,,,
ultraviolet,adj.&n.,紫外线(的),,,,,,,,,,,,,
umbrella,n.,伞,,,,,,,,,,,,,
unanimous,adj.,"全体一致的,一致同意的",,,,,,,,,,,,,
uncanny,adj.,离奇的，神秘的，不可思议的,,,,,,,,,,,,,非大纲单词
uncle,n.,伯父，叔父，舅父，姑父，姨父,,,,,,,,,,,,,
unconditional,adj.,无条件的，绝对的,,,,,,,,,,,,,非大纲单词
uncover,v.,"揭开,揭露",,,,,,,,,uncovering,uncovered,uncovered,,
under,prep.,在…下面；在…以下,adv.,在下面；少于,,,,,,,,,,,
underestimate,vt.,低估，看轻,,,,,,,,,underestimating,underestimated,underestimated,,
undergo,vt.,"遭受,经历,承受",,,,,,,,,undergoing,underwent,undergone,,
undergraduate,n.,"大学生,大学肆业生",,,,,,,,,,,,,
underground,adj.,地下的;秘密的,n.,地铁,adv.,在地下,,,,,,,,,
underlie,vt.,"位于...之下, 成为... 的基础",,,,,,,,,underlying,underlied,underlied,,
underline,vt.,在…下划线;强调,,,,,,,,,underlining,underlined,underlined,,
underlying,adj.,"含蓄的,潜在的;在下面的",,,,,,,,,,,,,
undermine,v.,"暗中破坏,逐渐削弱;侵蚀…的基础",,,,,,,,,undermining,undermined,undermined,,
underneath,prep.,在…下面,adv.,"在下面,在底下",,,,,,,,,,,
understand,v.,"懂,理解;获悉,听说;揣测,认为",,,,,,,,,understanding,understood,understood,,
understanding,n.,"理解,理解力;谅解",adj.,"了解的,通情达理的",,,,,,,,,,,
undertake,v.,"承担,担任;许诺,保证;着手,从事",,,,,,,,,undertaking,undertook,undertaken,,
undo,v.,"松开,解开",,,,,,,,,undoing,undoed,undoed,,
undoubtedly,adv.,"无疑,必定",,,,,,,,,,,,,
uneasy,adj.,"不安的,焦虑的",,,,,,,,,,,,,
unemployment,n.,"失业,失业人数",,,,,,,,,,,,,
unevenly,adv.,不均匀地，不均衡地,,,,,,,,,,,,,非大纲单词
unexpected,adj.,"想不到的, 意外的, 未预料到",,,,,,,,,,,,,
unfold,vt.,打开;显露;展示,vi.,呈现;显示;展示,,,,,,,unfolding,unfolded,unfolded,,
unfortunately,adv.,不幸地,,,,,,,,,,,,,
